date,temperature_2m,latitude,longitude
2024-12-02 00:00:00+00:00,8.4,43.83692334896964,0.6020186402748937
2024-12-02 01:00:00+00:00,8.25,43.83692334896964,0.6020186402748937
2024-12-02 02:00:00+00:00,7.35,43.83692334896964,0.6020186402748937
2024-12-02 03:00:00+00:00,7.05,43.83692334896964,0.6020186402748937
2024-12-02 04:00:00+00:00,7.15,43.83692334896964,0.6020186402748937
2024-12-02 05:00:00+00:00,7.0,43.83692334896964,0.6020186402748937
2024-12-02 06:00:00+00:00,6.7,43.83692334896964,0.6020186402748937
2024-12-02 07:00:00+00:00,6.9,43.83692334896964,0.6020186402748937
2024-12-02 08:00:00+00:00,7.5,43.83692334896964,0.6020186402748937
2024-12-02 09:00:00+00:00,8.95,43.83692334896964,0.6020186402748937
2024-12-02 10:00:00+00:00,9.75,43.83692334896964,0.6020186402748937
2024-12-02 11:00:00+00:00,11.8,43.83692334896964,0.6020186402748937
2024-12-02 12:00:00+00:00,11.9,43.83692334896964,0.6020186402748937
2024-12-02 13:00:00+00:00,12.55,43.83692334896964,0.6020186402748937
2024-12-02 14:00:00+00:00,13.2,43.83692334896964,0.6020186402748937
2024-12-02 15:00:00+00:00,13.55,43.83692334896964,0.6020186402748937
2024-12-02 16:00:00+00:00,12.85,43.83692334896964,0.6020186402748937
2024-12-02 17:00:00+00:00,12.25,43.83692334896964,0.6020186402748937
2024-12-02 18:00:00+00:00,11.2,43.83692334896964,0.6020186402748937
2024-12-02 19:00:00+00:00,10.85,43.83692334896964,0.6020186402748937
2024-12-02 20:00:00+00:00,11.0,43.83692334896964,0.6020186402748937
2024-12-02 21:00:00+00:00,10.7,43.83692334896964,0.6020186402748937
2024-12-02 22:00:00+00:00,8.95,43.83692334896964,0.6020186402748937
2024-12-02 23:00:00+00:00,9.1,43.83692334896964,0.6020186402748937
2024-12-02 00:00:00+00:00,6.291,45.47763340904593,2.65560827084715
2024-12-02 01:00:00+00:00,6.1410003,45.47763340904593,2.65560827084715
2024-12-02 02:00:00+00:00,6.6410003,45.47763340904593,2.65560827084715
2024-12-02 03:00:00+00:00,6.941,45.47763340904593,2.65560827084715
2024-12-02 04:00:00+00:00,6.8910003,45.47763340904593,2.65560827084715
2024-12-02 05:00:00+00:00,6.541,45.47763340904593,2.65560827084715
2024-12-02 06:00:00+00:00,6.241,45.47763340904593,2.65560827084715
2024-12-02 07:00:00+00:00,7.041,45.47763340904593,2.65560827084715
2024-12-02 08:00:00+00:00,7.541,45.47763340904593,2.65560827084715
2024-12-02 09:00:00+00:00,8.040999,45.47763340904593,2.65560827084715
2024-12-02 10:00:00+00:00,8.790999,45.47763340904593,2.65560827084715
2024-12-02 11:00:00+00:00,7.791,45.47763340904593,2.65560827084715
2024-12-02 12:00:00+00:00,7.3910003,45.47763340904593,2.65560827084715
2024-12-02 13:00:00+00:00,7.3910003,45.47763340904593,2.65560827084715
2024-12-02 14:00:00+00:00,7.491,45.47763340904593,2.65560827084715
2024-12-02 15:00:00+00:00,7.6410003,45.47763340904593,2.65560827084715
2024-12-02 16:00:00+00:00,7.1410003,45.47763340904593,2.65560827084715
2024-12-02 17:00:00+00:00,6.8910003,45.47763340904593,2.65560827084715
2024-12-02 18:00:00+00:00,6.3910003,45.47763340904593,2.65560827084715
2024-12-02 19:00:00+00:00,5.8910003,45.47763340904593,2.65560827084715
2024-12-02 20:00:00+00:00,5.241,45.47763340904593,2.65560827084715
2024-12-02 21:00:00+00:00,4.441,45.47763340904593,2.65560827084715
2024-12-02 22:00:00+00:00,4.541,45.47763340904593,2.65560827084715
2024-12-02 23:00:00+00:00,4.291,45.47763340904593,2.65560827084715
2024-12-02 00:00:00+00:00,11.2695,48.19161168388442,-2.726451168462866
2024-12-02 01:00:00+00:00,10.3695,48.19161168388442,-2.726451168462866
2024-12-02 02:00:00+00:00,9.8195,48.19161168388442,-2.726451168462866
2024-12-02 03:00:00+00:00,9.3695,48.19161168388442,-2.726451168462866
2024-12-02 04:00:00+00:00,9.169499,48.19161168388442,-2.726451168462866
2024-12-02 05:00:00+00:00,9.3695,48.19161168388442,-2.726451168462866
2024-12-02 06:00:00+00:00,8.6195,48.19161168388442,-2.726451168462866
2024-12-02 07:00:00+00:00,7.8195,48.19161168388442,-2.726451168462866
2024-12-02 08:00:00+00:00,7.5195,48.19161168388442,-2.726451168462866
2024-12-02 09:00:00+00:00,7.7695,48.19161168388442,-2.726451168462866
2024-12-02 10:00:00+00:00,9.0195,48.19161168388442,-2.726451168462866
2024-12-02 11:00:00+00:00,10.7695,48.19161168388442,-2.726451168462866
2024-12-02 12:00:00+00:00,10.9695,48.19161168388442,-2.726451168462866
2024-12-02 13:00:00+00:00,11.2695,48.19161168388442,-2.726451168462866
2024-12-02 14:00:00+00:00,10.669499,48.19161168388442,-2.726451168462866
2024-12-02 15:00:00+00:00,10.3695,48.19161168388442,-2.726451168462866
2024-12-02 16:00:00+00:00,9.2695,48.19161168388442,-2.726451168462866
2024-12-02 17:00:00+00:00,8.0695,48.19161168388442,-2.726451168462866
2024-12-02 18:00:00+00:00,6.6695,48.19161168388442,-2.726451168462866
2024-12-02 19:00:00+00:00,5.9694996,48.19161168388442,-2.726451168462866
2024-12-02 20:00:00+00:00,5.2194996,48.19161168388442,-2.726451168462866
2024-12-02 21:00:00+00:00,4.9694996,48.19161168388442,-2.726451168462866
2024-12-02 22:00:00+00:00,5.1695,48.19161168388442,-2.726451168462866
2024-12-02 23:00:00+00:00,5.5195,48.19161168388442,-2.726451168462866
